scene_id,scene_seed,camera,split,condition,server,npz_path,msaa_samples,gt_unit,prediction_unit,metric_calibration,calibration_a,calibration_b,target_pixels_cropped,native_target_pixels,occlusion_type,strong_reflection_verified
scene_977003,977003,headview,calibration,nominal,H1,supplementary/depth_no_msaa/calibration_977003_headview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977003,977003,sideview,calibration,nominal,H1,supplementary/depth_no_msaa/calibration_977003_sideview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,20507,187504,,False
scene_977004,977004,topview,calibration,nominal,H1,supplementary/depth_no_msaa/calibration_977004_topview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,12960,129900,,False
scene_977004,977004,frontview,calibration,nominal,H1,supplementary/depth_no_msaa/calibration_977004_frontview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,16712,158949,,False
scene_977004,977004,headview,calibration,nominal,H1,supplementary/depth_no_msaa/calibration_977004_headview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977004,977004,sideview,calibration,nominal,H1,supplementary/depth_no_msaa/calibration_977004_sideview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,10932,107285,,False
scene_977101,977101,topview,test,nominal,H1,supplementary/depth_no_msaa/test_977101_topview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,16742,160279,,False
scene_977101,977101,topview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977101_topview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,16742,160279,,False
scene_977101,977101,topview,test,occlusion,H1,supplementary/depth_no_msaa/test_977101_topview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,16742,160279,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977101,977101,frontview,test,nominal,H1,supplementary/depth_no_msaa/test_977101_frontview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,19687,173157,,False
scene_977101,977101,frontview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977101_frontview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,19687,173157,,False
scene_977101,977101,frontview,test,occlusion,H1,supplementary/depth_no_msaa/test_977101_frontview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,19687,173157,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977101,977101,headview,test,nominal,H1,supplementary/depth_no_msaa/test_977101_headview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977101,977101,headview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977101_headview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977101,977101,headview,test,occlusion,H1,supplementary/depth_no_msaa/test_977101_headview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977101,977101,sideview,test,nominal,H1,supplementary/depth_no_msaa/test_977101_sideview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,18984,173666,,False
scene_977101,977101,sideview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977101_sideview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,18984,173666,,False
scene_977101,977101,sideview,test,occlusion,H1,supplementary/depth_no_msaa/test_977101_sideview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,18984,173666,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977102,977102,topview,test,nominal,H1,supplementary/depth_no_msaa/test_977102_topview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,15998,152898,,False
scene_977102,977102,topview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977102_topview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,15998,152898,,False
scene_977102,977102,topview,test,occlusion,H1,supplementary/depth_no_msaa/test_977102_topview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,15998,152898,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977102,977102,frontview,test,nominal,H1,supplementary/depth_no_msaa/test_977102_frontview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,21767,191172,,False
scene_977102,977102,frontview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977102_frontview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,21767,191172,,False
scene_977102,977102,frontview,test,occlusion,H1,supplementary/depth_no_msaa/test_977102_frontview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,21767,191172,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977102,977102,headview,test,nominal,H1,supplementary/depth_no_msaa/test_977102_headview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977102,977102,headview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977102_headview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977102,977102,headview,test,occlusion,H1,supplementary/depth_no_msaa/test_977102_headview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977102,977102,sideview,test,nominal,H1,supplementary/depth_no_msaa/test_977102_sideview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,17469,162797,,False
scene_977102,977102,sideview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977102_sideview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,17469,162797,,False
scene_977102,977102,sideview,test,occlusion,H1,supplementary/depth_no_msaa/test_977102_sideview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,17469,162797,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977103,977103,topview,test,nominal,H1,supplementary/depth_no_msaa/test_977103_topview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,12656,127082,,False
scene_977103,977103,topview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977103_topview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,12656,127082,,False
scene_977103,977103,topview,test,occlusion,H1,supplementary/depth_no_msaa/test_977103_topview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,12656,127082,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977103,977103,frontview,test,nominal,H1,supplementary/depth_no_msaa/test_977103_frontview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,17563,158016,,False
scene_977103,977103,frontview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977103_frontview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,17563,158016,,False
scene_977103,977103,frontview,test,occlusion,H1,supplementary/depth_no_msaa/test_977103_frontview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,17563,158016,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977103,977103,headview,test,nominal,H1,supplementary/depth_no_msaa/test_977103_headview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977103,977103,headview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977103_headview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977103,977103,headview,test,occlusion,H1,supplementary/depth_no_msaa/test_977103_headview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977103,977103,sideview,test,nominal,H1,supplementary/depth_no_msaa/test_977103_sideview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,12279,119740,,False
scene_977103,977103,sideview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977103_sideview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,12279,119740,,False
scene_977103,977103,sideview,test,occlusion,H1,supplementary/depth_no_msaa/test_977103_sideview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,12279,119740,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977104,977104,topview,test,nominal,H1,supplementary/depth_no_msaa/test_977104_topview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,20142,181732,,False
scene_977104,977104,topview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977104_topview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,20142,181732,,False
scene_977104,977104,topview,test,occlusion,H1,supplementary/depth_no_msaa/test_977104_topview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,20142,181732,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977104,977104,frontview,test,nominal,H1,supplementary/depth_no_msaa/test_977104_frontview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,22801,202534,,False
scene_977104,977104,frontview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977104_frontview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,22801,202534,,False
scene_977104,977104,frontview,test,occlusion,H1,supplementary/depth_no_msaa/test_977104_frontview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,22801,202534,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977104,977104,headview,test,nominal,H1,supplementary/depth_no_msaa/test_977104_headview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977104,977104,headview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977104_headview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977104,977104,headview,test,occlusion,H1,supplementary/depth_no_msaa/test_977104_headview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977104,977104,sideview,test,nominal,H1,supplementary/depth_no_msaa/test_977104_sideview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,18957,173387,,False
scene_977104,977104,sideview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977104_sideview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,18957,173387,,False
scene_977104,977104,sideview,test,occlusion,H1,supplementary/depth_no_msaa/test_977104_sideview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,18957,173387,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977105,977105,topview,test,nominal,H1,supplementary/depth_no_msaa/test_977105_topview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,14458,141774,,False
scene_977105,977105,topview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977105_topview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,14458,141774,,False
scene_977105,977105,topview,test,occlusion,H1,supplementary/depth_no_msaa/test_977105_topview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,14458,141774,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977105,977105,frontview,test,nominal,H1,supplementary/depth_no_msaa/test_977105_frontview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,17576,153932,,False
scene_977105,977105,frontview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977105_frontview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,17576,153932,,False
scene_977105,977105,frontview,test,occlusion,H1,supplementary/depth_no_msaa/test_977105_frontview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,17576,153932,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977105,977105,headview,test,nominal,H1,supplementary/depth_no_msaa/test_977105_headview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977105,977105,headview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977105_headview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977105,977105,headview,test,occlusion,H1,supplementary/depth_no_msaa/test_977105_headview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977105,977105,sideview,test,nominal,H1,supplementary/depth_no_msaa/test_977105_sideview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,16624,163415,,False
scene_977105,977105,sideview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977105_sideview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,16624,163415,,False
scene_977105,977105,sideview,test,occlusion,H1,supplementary/depth_no_msaa/test_977105_sideview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,16624,163415,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977106,977106,topview,test,nominal,H1,supplementary/depth_no_msaa/test_977106_topview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,15793,146246,,False
scene_977106,977106,topview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977106_topview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,15793,146246,,False
scene_977106,977106,topview,test,occlusion,H1,supplementary/depth_no_msaa/test_977106_topview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,15793,146246,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977106,977106,frontview,test,nominal,H1,supplementary/depth_no_msaa/test_977106_frontview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,18977,166249,,False
scene_977106,977106,frontview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977106_frontview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,18977,166249,,False
scene_977106,977106,frontview,test,occlusion,H1,supplementary/depth_no_msaa/test_977106_frontview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,18977,166249,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977106,977106,headview,test,nominal,H1,supplementary/depth_no_msaa/test_977106_headview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977106,977106,headview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977106_headview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,,False
scene_977106,977106,headview,test,occlusion,H1,supplementary/depth_no_msaa/test_977106_headview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.27871769382468825,-0.0656103880574479,0,0,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977106,977106,sideview,test,nominal,H1,supplementary/depth_no_msaa/test_977106_sideview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,18542,175886,,False
scene_977106,977106,sideview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977106_sideview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,18542,175886,,False
scene_977106,977106,sideview,test,occlusion,H1,supplementary/depth_no_msaa/test_977106_sideview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.42173295852372344,-0.08274819644506003,18542,175886,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977107,977107,topview,test,nominal,H1,supplementary/depth_no_msaa/test_977107_topview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,14474,144965,,False
scene_977107,977107,topview,test,light_material_stress,H1,supplementary/depth_no_msaa/test_977107_topview_light_material_stress.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,14474,144965,,False
scene_977107,977107,topview,test,occlusion,H1,supplementary/depth_no_msaa/test_977107_topview_occlusion.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.11909493565226427,0.1374411120642805,14474,144965,"black square RGB[64:192,64:192], GT/mask unchanged",False
scene_977107,977107,frontview,test,nominal,H1,supplementary/depth_no_msaa/test_977107_frontview_nominal.npz,0,camera-axis m,relative inverse-depth-like raw output; NOT m,inv_m=a*prediction+b; depth_m=1/inv_m only if inv_m>0,0.17528360426776307,-0.020156990641697344,16601,155709,,False
